 "Frequency in Hz"  1.1000001E+10
          Theta(deg)            Phi(deg)        Magn(Etheta)       Phase(Etheta)          Magn(Ephi)         Phase(Ephi)            Total_dB
   0.1000000000E+002   0.1600000000E+003   0.6704451561E+001   0.1504769039E+002   0.1751881599E+002   0.4949594879E+002   0.5863229370E+002
   0.1000000000E+002   0.1620000000E+003   0.5978512287E+001   0.1674835396E+002   0.1764492226E+002   0.5028579712E+002   0.5849571991E+002
   0.1000000000E+002   0.1640000000E+003   0.5276048183E+001   0.1849869156E+002   0.1776605988E+002   0.5110005951E+002   0.5839098358E+002
   0.1000000000E+002   0.1660000000E+003   0.4596181393E+001   0.2024612236E+002   0.1788281631E+002   0.5190860367E+002   0.5831647873E+002
   0.1000000000E+002   0.1680000000E+003   0.3936621904E+001   0.2193443298E+002   0.1799462891E+002   0.5268093872E+002   0.5826895142E+002
   0.1000000000E+002   0.1700000000E+003   0.3294112444E+001   0.2350930023E+002   0.1809969139E+002   0.5338706589E+002   0.5824376678E+002
   0.1000000000E+002   0.1720000000E+003   0.2664783239E+001   0.2492533684E+002   0.1819575691E+002   0.5399991226E+002   0.5823597717E+002
   0.1000000000E+002   0.1740000000E+003   0.2044766665E+001   0.2615801048E+002   0.1827997208E+002   0.5449596405E+002   0.5824046707E+002
   0.1000000000E+002   0.1760000000E+003   0.1430396914E+001   0.2723704529E+002   0.1834968948E+002   0.5485574341E+002   0.5825283432E+002
   0.1000000000E+002   0.1780000000E+003   0.8184669614E+000   0.2841874313E+002   0.1840258408E+002   0.5506620026E+002   0.5826958084E+002
   0.1000000000E+002   0.1800000000E+003   0.2068594396E+000   0.3335848236E+002   0.1843694687E+002   0.5511849594E+002   0.5828839111E+002
   0.1200000000E+002   0.0000000000E+000   0.3152527213E+000   0.3938786316E+002   0.1918277931E+002   0.5629608154E+002   0.5908296204E+002
   0.1200000000E+002   0.2000000000E+001   0.5216330886E+000   0.8047491455E+002   0.1914954758E+002   0.5611630249E+002   0.5905299759E+002
   0.1200000000E+002   0.4000000000E+001   0.1283093691E+001   0.7032853699E+002   0.1905979729E+002   0.5560357666E+002   0.5899684525E+002
   0.1200000000E+002   0.6000000000E+001   0.2027348042E+001   0.6655847168E+002   0.1891991425E+002   0.5476896286E+002   0.5891846466E+002
   0.1200000000E+002   0.8000000000E+001   0.2738726139E+001   0.6349378967E+002   0.1873989487E+002   0.5363251495E+002   0.5882442474E+002
   0.1200000000E+002   0.1000000000E+002   0.3412532806E+001   0.6031840515E+002   0.1853201294E+002   0.5222383118E+002   0.5872345352E+002
   0.1200000000E+002   0.1200000000E+002   0.4050738335E+001   0.5680714035E+002   0.1830952263E+002   0.5058374023E+002   0.5862628174E+002
   0.1200000000E+002   0.1400000000E+002   0.4661715508E+001   0.5290518188E+002   0.1808504295E+002   0.4876325226E+002   0.5854499817E+002
   0.1200000000E+002   0.1600000000E+002   0.5259389400E+001   0.4864247513E+002   0.1786913872E+002   0.4682332993E+002   0.5849230957E+002
   0.1200000000E+002   0.1800000000E+002   0.5861304283E+001   0.4411112213E+002   0.1766895866E+002   0.4483174133E+002   0.5848018265E+002
   0.1200000000E+002   0.2000000000E+002   0.6486022949E+001   0.3944904709E+002   0.1748756599E+002   0.4285837173E+002   0.5851867676E+002
   0.1200000000E+002   0.2200000000E+002   0.7149648190E+001   0.3481995010E+002   0.1732361794E+002   0.4096980286E+002   0.5861427307E+002
   0.1200000000E+002   0.2400000000E+002   0.7863054752E+001   0.3038854027E+002   0.1717197037E+002   0.3922472382E+002   0.5876906967E+002
   0.1200000000E+002   0.2600000000E+002   0.8630086899E+001   0.2629517746E+002   0.1702453613E+002   0.3766851044E+002   0.5898014069E+002
   0.1200000000E+002   0.2800000000E+002   0.9446987152E+001   0.2264177322E+002   0.1687107277E+002   0.3633170319E+002   0.5923931503E+002
   0.1200000000E+002   0.3000000000E+002   0.1030332851E+002   0.1948642731E+002   0.1670098686E+002   0.3522751617E+002   0.5953454971E+002
   0.1200000000E+002   0.3200000000E+002   0.1118380356E+002   0.1684824944E+002   0.1650365448E+002   0.3435455322E+002   0.5985064697E+002
   0.1200000000E+002   0.3400000000E+002   0.1207023144E+002   0.1471608448E+002   0.1626967049E+002   0.3369644547E+002   0.6017114258E+002
   0.1200000000E+002   0.3600000000E+002   0.1294341087E+002   0.1305954456E+002   0.1599108410E+002   0.3322531509E+002   0.6047954941E+002
   0.1200000000E+002   0.3800000000E+002   0.1378475475E+002   0.1183661461E+002   0.1566190243E+002   0.3290438843E+002   0.6076068878E+002
   0.1200000000E+002   0.4000000000E+002   0.1457759571E+002   0.1099982738E+002   0.1527802277E+002   0.3268903732E+002   0.6100149155E+002
   0.1200000000E+002   0.4200000000E+002   0.1530793571E+002   0.1050009823E+002   0.1483724213E+002   0.3253062439E+002   0.6119146729E+002
   0.1200000000E+002   0.4400000000E+002   0.1596494770E+002   0.1028845119E+002   0.1433945370E+002   0.3237716675E+002   0.6132312012E+002
   0.1200000000E+002   0.4600000000E+002   0.1654101181E+002   0.1031765556E+002   0.1378662300E+002   0.3217497635E+002   0.6139186478E+002
   0.1200000000E+002   0.4800000000E+002   0.1703198051E+002   0.1054195595E+002   0.1318239021E+002   0.3187136650E+002   0.6139590836E+002
   0.1200000000E+002   0.5000000000E+002   0.1743635178E+002   0.1091792202E+002   0.1253259945E+002   0.3141365242E+002   0.6133598328E+002
   0.1200000000E+002   0.5200000000E+002   0.1775563049E+002   0.1140389633E+002   0.1184478855E+002   0.3075180435E+002   0.6121530533E+002
   0.1200000000E+002   0.5400000000E+002   0.1799315834E+002   0.1196061802E+002   0.1112827110E+002   0.2984027863E+002   0.6103882217E+002
   0.1200000000E+002   0.5600000000E+002   0.1815408325E+002   0.1255152416E+002   0.1039350891E+002   0.2863827896E+002   0.6081295395E+002
   0.1200000000E+002   0.5800000000E+002   0.1824509239E+002   0.1314279079E+002   0.9651953697E+001   0.2711313820E+002   0.6054541779E+002
   0.1200000000E+002   0.6000000000E+002   0.1827353859E+002   0.1370463181E+002   0.8914952278E+001   0.2524423409E+002   0.6024412155E+002
   0.1200000000E+002   0.6200000000E+002   0.1824763870E+002   0.1421136856E+002   0.8193064690E+001   0.2302595711E+002   0.5991721344E+002
   0.1200000000E+002   0.6400000000E+002   0.1817609406E+002   0.1464239120E+002   0.7495225906E+001   0.2047264481E+002   0.5957257843E+002
   0.1200000000E+002   0.6600000000E+002   0.1806753540E+002   0.1498303318E+002   0.6827585697E+001   0.1762280655E+002   0.5921717072E+002
   0.1200000000E+002   0.6800000000E+002   0.1793091774E+002   0.1522441483E+002   0.6192998886E+001   0.1454059029E+002   0.5885746002E+002
   0.1200000000E+002   0.7000000000E+002   0.1777511215E+002   0.1536441422E+002   0.5590626240E+001   0.1131452084E+002   0.5849929047E+002
   0.1200000000E+002   0.7200000000E+002   0.1760828400E+002   0.1540764236E+002   0.5016236305E+001   0.8051565170E+001   0.5814769745E+002
   0.1200000000E+002   0.7400000000E+002   0.1743816757E+002   0.1536477661E+002   0.4462679386E+001   0.4869365215E+001   0.5780759811E+002
   0.1200000000E+002   0.7600000000E+002   0.1727197456E+002   0.1525206089E+002   0.3921459913E+001   0.1884677529E+001   0.5748433685E+002
   0.1200000000E+002   0.7800000000E+002   0.1711553764E+002   0.1509032726E+002   0.3383893251E+001   0.7921328545E+000   0.5718317413E+002
   0.1200000000E+002   0.8000000000E+002   0.1697418976E+002   0.1490288448E+002   0.2842525959E+001   0.3059638500E+001   0.5691045380E+002
   0.1200000000E+002   0.8200000000E+002   0.1685198593E+002   0.1471431923E+002   0.2292125702E+001   0.4813639641E+001   0.5667267609E+002
   0.1200000000E+002   0.8400000000E+002   0.1675196266E+002   0.1454815197E+002   0.1730248809E+001   0.5907675266E+001   0.5647642136E+002
   0.1200000000E+002   0.8600000000E+002   0.1667655945E+002   0.1442479515E+002   0.1157375813E+001   0.5994393349E+001   0.5632813263E+002
   0.1200000000E+002   0.8800000000E+002   0.1662735367E+002   0.1435991764E+002   0.5771681070E+000   0.3434082747E+001   0.5623302460E+002
   0.1200000000E+002   0.9000000000E+002   0.1660506248E+002   0.1436327267E+002   0.6560824811E-001   0.8901504517E+002   0.5619430923E+002
   0.1200000000E+002   0.9200000000E+002   0.1661001015E+002   0.1443763351E+002   0.6007191539E+000   0.1582110500E+002   0.5621318436E+002
   0.1200000000E+002   0.9400000000E+002   0.1664206696E+002   0.1457801247E+002   0.1177196264E+001   0.1197032261E+002   0.5628858185E+002
   0.1200000000E+002   0.9600000000E+002   0.1670038414E+002   0.1477311230E+002   0.1744051337E+001   0.9627083778E+001   0.5641710281E+002
   0.1200000000E+002   0.9800000000E+002   0.1678359032E+002   0.1500512981E+002   0.2298264503E+001   0.7316414833E+001   0.5659381104E+002
   0.1200000000E+002   0.1000000000E+003   0.1688944817E+002   0.1525191307E+002   0.2840082407E+001   0.4758400917E+001   0.5681262589E+002
   0.1200000000E+002   0.1020000000E+003   0.1701472473E+002   0.1548856926E+002   0.3372828960E+001   0.1893115044E+001   0.5706701279E+002
   0.1200000000E+002   0.1040000000E+003   0.1715528107E+002   0.1568947792E+002   0.3902586937E+001   0.1260614634E+001   0.5735067368E+002
   0.1200000000E+002   0.1060000000E+003   0.1730591583E+002   0.1583044910E+002   0.4437656879E+001   0.4639425755E+001   0.5765778351E+002
   0.1200000000E+002   0.1080000000E+003   0.1746058273E+002   0.1589017868E+002   0.4987313271E+001   0.8150926590E+001   0.5798320389E+002
   0.1200000000E+002   0.1100000000E+003   0.1761225128E+002   0.1585233307E+002   0.5560372829E+001   0.1168531799E+002   0.5832202530E+002
   0.1200000000E+002   0.1120000000E+003   0.1775335312E+002   0.1570651436E+002   0.6163813591E+001   0.1512973022E+002   0.5866961670E+002
   0.1200000000E+002   0.1140000000E+003   0.1787561607E+002   0.1544881916E+002   0.6801416874E+001   0.1838078690E+002   0.5902078247E+002
   0.1200000000E+002   0.1160000000E+003   0.1797068405E+002   0.1508239365E+002   0.7473232746E+001   0.2135503960E+002   0.5936994553E+002
   0.1200000000E+002   0.1180000000E+003   0.1803006363E+002   0.1461705112E+002   0.8175456047E+001   0.2399442482E+002   0.5971060944E+002
   0.1200000000E+002   0.1200000000E+003   0.1804527473E+002   0.1406930923E+002   0.8900984764E+001   0.2626688576E+002   0.6003540039E+002
   0.1200000000E+002   0.1220000000E+003   0.1800809288E+002   0.1346144772E+002   0.9639914513E+001   0.2816474724E+002   0.6033612061E+002
   0.1200000000E+002   0.1240000000E+003   0.1791090775E+002   0.1282094669E+002   0.1038098049E+002   0.2969925308E+002   0.6060443497E+002
   0.1200000000E+002   0.1260000000E+003   0.1774649429E+002   0.1218009758E+002   0.1111224556E+002   0.3089571190E+002   0.6083177567E+002
   0.1200000000E+002   0.1280000000E+003   0.1750880623E+002   0.1157461548E+002   0.1182204151E+002   0.3179053688E+002   0.6101033783E+002
   0.1200000000E+002   0.1300000000E+003   0.1719269371E+002   0.1104369450E+002   0.1249980450E+002   0.3242662811E+002   0.6113314056E+002
   0.1200000000E+002   0.1320000000E+003   0.1679509544E+002   0.1062892532E+002   0.1313645935E+002   0.3285218430E+002   0.6119509888E+002
   0.1200000000E+002   0.1340000000E+003   0.1631475639E+002   0.1037435150E+002   0.1372471619E+002   0.3311891556E+002   0.6119284058E+002
   0.1200000000E+002   0.1360000000E+003   0.1575303745E+002   0.1032614994E+002   0.1425941277E+002   0.3328026199E+002   0.6112551117E+002
   0.1200000000E+002   0.1380000000E+003   0.1511420631E+002   0.1053233051E+002   0.1473736954E+002   0.3339092636E+002   0.6099487305E+002
   0.1200000000E+002   0.1400000000E+003   0.1440589237E+002   0.1104251671E+002   0.1515751266E+002   0.3350555801E+002   0.6080573654E+002
   0.1200000000E+002   0.1420000000E+003   0.1363888454E+002   0.1190757370E+002   0.1552071953E+002   0.3367761230E+002   0.6056577682E+002
   0.1200000000E+002   0.1440000000E+003   0.1282736492E+002   0.1317792892E+002   0.1582989597E+002   0.3395727158E+002   0.6028583908E+002
   0.1200000000E+002   0.1460000000E+003   0.1198800945E+002   0.1490124702E+002   0.1608996010E+002   0.3439054489E+002   0.5997941589E+002
   0.1200000000E+002   0.1480000000E+003   0.1113965225E+002   0.1711734581E+002   0.1630748749E+002   0.3501583481E+002   0.5966213608E+002
   0.1200000000E+002   0.1500000000E+003   0.1030156517E+002   0.1985152817E+002   0.1649104691E+002   0.3586226654E+002   0.5935097504E+002
   0.1200000000E+002   0.1520000000E+003   0.9491714478E+001   0.2310531235E+002   0.1665064621E+002   0.3694634247E+002   0.5906278610E+002
   0.1200000000E+002   0.1540000000E+003   0.8724976540E+001   0.2684464264E+002   0.1679714775E+002   0.3827056503E+002   0.5881285095E+002
   0.1200000000E+002   0.1560000000E+003   0.8010755539E+001   0.3099184608E+002   0.1694167900E+002   0.3982027435E+002   0.5861334991E+002
   0.1200000000E+002   0.1580000000E+003   0.7351234436E+001   0.3542270279E+002   0.1709461212E+002   0.4156412506E+002   0.5847208405E+002
   0.1200000000E+002   0.1600000000E+003   0.6740728855E+001   0.3997458267E+002   0.1726412964E+002   0.4345455551E+002   0.5839151001E+002
   0.1200000000E+002   0.1620000000E+003   0.6166327953E+001   0.4446557999E+002   0.1745524597E+002   0.4543102646E+002   0.5836882019E+002
   0.1200000000E+002   0.1640000000E+003   0.5610135555E+001   0.4871939087E+002   0.1766898537E+002   0.4742420578E+002   0.5839672089E+002
   0.1200000000E+002   0.1660000000E+003   0.5052346230E+001   0.5258630753E+002   0.1790204239E+002   0.4936233902E+002   0.5846465683E+002
   0.1200000000E+002   0.1680000000E+003   0.4474689960E+001   0.5595449829E+002   0.1814649010E+002   0.5117622757E+002   0.5855982208E+002
   0.1200000000E+002   0.1700000000E+003   0.3863071203E+001   0.5874584961E+002   0.1839133072E+002   0.5280410385E+002   0.5866933441E+002
   0.1200000000E+002   0.1720000000E+003   0.3209268570E+001   0.6090136337E+002   0.1862324905E+002   0.5419478226E+002   0.5878085709E+002
   0.1200000000E+002   0.1740000000E+003   0.2511464119E+001   0.6234637070E+002   0.1882836723E+002   0.5530777740E+002   0.5888365173E+002
   0.1200000000E+002   0.1760000000E+003   0.1773979902E+001   0.6289631271E+002   0.1899376297E+002   0.5611403275E+002   0.5896907043E+002
   0.1200000000E+002   0.1780000000E+003   0.1006533504E+001   0.6177042007E+002   0.1910896492E+002   0.5659484863E+002   0.5903085709E+002
   0.1200000000E+002   0.1800000000E+003   0.2295251340E+000   0.4728622818E+002   0.1916724777E+002   0.5673965454E+002   0.5906549454E+002
   0.1400000000E+002   0.0000000000E+000   0.3246259689E+000   0.3811344910E+002   0.2095244980E+002   0.5595267105E+002   0.6084751129E+002
   0.1400000000E+002   0.2000000000E+001   0.1084456563E+001   0.8068784332E+002   0.2088217735E+002   0.5569210815E+002   0.6080485535E+002
   0.1400000000E+002   0.4000000000E+001   0.2301687956E+001   0.8818355560E+002   0.2068756294E+002   0.5494058228E+002   0.6071368408E+002
   0.1400000000E+002   0.6000000000E+001   0.3451401234E+001   0.8880422211E+002   0.2038457108E+002   0.5370223999E+002   0.6057820892E+002
   0.1400000000E+002   0.8000000000E+001   0.4493185997E+001   0.8645317078E+002   0.1999785042E+002   0.5198771286E+002   0.6040499115E+002
   0.1400000000E+002   0.1000000000E+002   0.5401474476E+001   0.8403479767E+002   0.1955872154E+002   0.4982072830E+002   0.6020342255E+002
   0.1400000000E+002   0.1200000000E+002   0.6162328720E+001   0.8126421356E+002   0.1910163116E+002   0.4724477768E+002   0.5998555756E+002
   0.1400000000E+002   0.1400000000E+002   0.6774904251E+001   0.7796907806E+002   0.1866030502E+002   0.4432951355E+002   0.5976620483E+002
   0.1400000000E+002   0.1600000000E+002   0.7252932072E+001   0.7402052307E+002   0.1826347542E+002   0.4117417526E+002   0.5956250763E+002
   0.1400000000E+002   0.1800000000E+002   0.7625348568E+001   0.6932869720E+002   0.1793126297E+002   0.3790346146E+002   0.5939318848E+002
   0.1400000000E+002   0.2000000000E+002   0.7935075283E+001   0.6386550140E+002   0.1767230606E+002   0.3465798569E+002   0.5927661514E+002
   0.1400000000E+002   0.2200000000E+002   0.8235228539E+001   0.5770365143E+002   0.1748381615E+002   0.3157693100E+002   0.5922925568E+002
   0.1400000000E+002   0.2400000000E+002   0.8581252098E+001   0.5104861450E+002   0.1735232544E+002   0.2878166389E+002   0.5926235199E+002
   0.1400000000E+002   0.2600000000E+002   0.9020290375E+001   0.4423258209E+002   0.1725777626E+002   0.2636125374E+002   0.5938054657E+002
   0.1400000000E+002   0.2800000000E+002   0.9580996513E+001   0.3764895248E+002   0.1717694473E+002   0.2436638451E+002   0.5958018875E+002
   0.1400000000E+002   0.3000000000E+002   0.1026801205E+002   0.3165558052E+002   0.1708659744E+002   0.2280994987E+002   0.5984902954E+002
   0.1400000000E+002   0.3200000000E+002   0.1106381702E+002   0.2649586487E+002   0.1696646690E+002   0.2167045021E+002   0.6016813278E+002
   0.1400000000E+002   0.3400000000E+002   0.1193565941E+002   0.2227754211E+002   0.1680042267E+002   0.2090026665E+002   0.6051416397E+002
   0.1400000000E+002   0.3600000000E+002   0.1284385300E+002   0.1899862099E+002   0.1657708931E+002   0.2043137360E+002   0.6086239243E+002
   0.1400000000E+002   0.3800000000E+002   0.1374875450E+002   0.1658991432E+002   0.1628905678E+002   0.2018166733E+002   0.6118893051E+002
   0.1400000000E+002   0.4000000000E+002   0.1461530590E+002   0.1495061207E+002   0.1593319416E+002   0.2005952454E+002   0.6147343063E+002
   0.1400000000E+002   0.4200000000E+002   0.1541512871E+002   0.1397201538E+002   0.1550880718E+002   0.1996818542E+002   0.6169922638E+002
